canonicalForm	description	predicate	event	activity	actor	object	inverse	source	vocabulary
persuade	To persuade	persuades	persuaded	persuading	persuader	persuadation		generated	general
leave	To leave	leaves	leaved	leaving	leaver	leavation		generated	general
discard	To discard	discards	discarded	discarding	discarder	discardation		generated	general
skin	To skin	skins	skinned	skinning	skiner	skination		generated	general
tag	To tag	tags	tagged	tagging	tager	tagation		generated	general
anchor	To anchor	anchors	anchorred	anchorring	anchorer	anchoration		generated	general
blend	To blend	blends	blended	blending	blender	blendation		generated	general
mop	To mop	mops	mopped	mopping	moper	mopation		generated	general
staple	To staple	staples	stapled	stapling	stapler	staplation		generated	general
punch	To punch	punches	punched	punching	puncher	punchation		generated	general
maneuver	To maneuver	maneuvers	maneuverred	maneuverring	maneuverer	maneuveration		generated	general
force	To force	forces	forced	forcing	forcer	forcation		generated	general
line	To line	lines	lined	lining	liner	lination		generated	general
prime	To prime	primes	primed	priming	primer	primation		generated	general
soak	To soak	soaks	soaked	soaking	soaker	soakation		generated	general
dismount	To dismount	dismounts	dismounted	dismounting	dismounter	dismountion		generated	general
list	To list	lists	listed	listing	lister	listion		generated	general
manually	To manually	manuallies	manuallied	manuallying	manuallyer	manuallyation		generated	general
slide	To slide	slides	slided	sliding	slider	slidation		generated	general
crank	To crank	cranks	cranked	cranking	cranker	crankation		generated	general
refill	To refill	refills	refilled	refilling	refiller	refillation		generated	general
skim	To skim	skims	skimmed	skimming	skimer	skimation		generated	general
ignite	To ignite	ignites	ignited	igniting	igniter	ignitation		generated	general
anneal	To anneal	anneals	annealed	annealing	annealer	annealation		generated	general
presoak	To presoak	presoaks	presoaked	presoaking	presoaker	presoakation		generated	general
grease	To grease	greases	greased	greasing	greaser	greasation		generated	general
preprocess	To preprocess	preprocesses	preprocessed	preprocessing	preprocesser	preprocessation		generated	general
gauge	To gauge	gauges	gauged	gauging	gauger	gaugation		generated	general
dislodge	To dislodge	dislodges	dislodged	dislodging	dislodger	dislodgation		generated	general
engrave	To engrave	engraves	engraved	engraving	engraver	engravation		generated	general
depress	To depress	depresses	depressed	depressing	depresser	depressation		generated	general
park	To park	parks	parked	parking	parker	parkation		generated	general
pump	To pump	pumps	pumped	pumping	pumper	pumpation		generated	general
begin	To begin	begins	beginned	beginning	beginer	begination		generated	general
focus	To focus	focuses	focussed	focussing	focuser	focusation		generated	general
influence	To influence	influences	influenced	influencing	influencer	influencation		generated	general
segment	To segment	segments	segmented	segmenting	segmenter	segmention		generated	general
reevaluate	To reevaluate	reevaluates	reevaluated	reevaluating	reevaluater	reevaluatation		generated	general
revaluate	To revaluate	revaluates	revaluated	revaluating	revaluater	revaluatation		generated	general
reschedule	To reschedule	reschedules	rescheduled	rescheduling	rescheduler	reschedulation		generated	general
downgradeupgrade	To downgradeupgrade	downgradeupgrades	downgradeupgraded	downgradeupgrading	downgradeupgrader	downgradeupgradation		generated	general
physically	To physically	physicallies	physicallied	physicallying	physicallyer	physicallyation		generated	general
maintains	To maintains	maintainses	maintainsed	maintainsing	maintainser	maintainsation		generated	general
populate	To populate	populates	populated	populating	populater	populatation		generated	general
deice	To deice	deices	deiced	deicing	deicer	deication		generated	general
carryout	To carryout	carryouts	carryouted	carryouting	carryouter	carryoution		generated	general
identifyestablish	To identifyestablish	identifyestablishes	identifyestablished	identifyestablishing	identifyestablisher	identifyestablishation		generated	general
selectcomplete	To selectcomplete	selectcompletes	selectcompleted	selectcompleting	selectcompleter	selectcompletation		generated	general
engineerdesign	To engineerdesign	engineerdesigns	engineerdesigned	engineerdesigning	engineerdesigner	engineerdesignation		generated	general
improvevalidate	To improvevalidate	improvevalidates	improvevalidated	improvevalidating	improvevalidater	improvevalidatation		generated	general
evaluateimprovise	To evaluateimprovise	evaluateimprovises	evaluateimprovised	evaluateimprovising	evaluateimproviser	evaluateimprovisation		generated	general
approveaccept	To approveaccept	approveaccepts	approveaccepted	approveaccepting	approveaccepter	approveacception		generated	general
testverify	To testverify	testverifies	testverified	testverifying	testverifyer	testverifyation		generated	general
after	To after	afters	afterred	afterring	afterer	afteration		generated	general
fleet	To fleet	fleets	fleeted	fleeting	fleeter	fleetion		generated	general
instill	To instill	instills	instilled	instilling	instiller	instillation		generated	general
proposedefine	To proposedefine	proposedefines	proposedefined	proposedefining	proposedefiner	proposedefination		generated	general
defineimplement	To defineimplement	defineimplements	defineimplemented	defineimplementing	defineimplementer	defineimplemention		generated	general
feedback	To feedback	feedbacks	feedbacked	feedbacking	feedbacker	feedbackation		generated	general
planning	To planning	plannings	planninged	planninging	planninger	planningation		generated	general
inbound	To inbound	inbounds	inbounded	inbounding	inbounder	inboundation		generated	general
transportation	To transportation	transportations	transportationed	transportationing	transportationer	transportationation		generated	general
explode	To explode	explodes	exploded	exploding	exploder	explodation		generated	general
backflush	To backflush	backflushes	backflushed	backflushing	backflusher	backflushation		generated	general
sequence	To sequence	sequences	sequenced	sequencing	sequencer	sequencation		generated	general
production	To production	productions	productioned	productioning	productioner	productionation		generated	general
developdistribute	To developdistribute	developdistributes	developdistributed	developdistributing	developdistributer	developdistributation		generated	general
followup	To followup	followups	followuped	followuping	followuper	followupation		generated	general
shoot	To shoot	shoots	shooted	shooting	shooter	shootion		generated	general
live	To live	lives	lived	living	liver	livation		generated	general
searchbrowse	To searchbrowse	searchbrowses	searchbrowsed	searchbrowsing	searchbrowser	searchbrowsation		generated	general
markinmarkout	To markinmarkout	markinmarkouts	markinmarkouted	markinmarkouting	markinmarkouter	markinmarkoution		generated	general
selectrecord	To selectrecord	selectrecords	selectrecorded	selectrecording	selectrecorder	selectrecordation		generated	general
layback	To layback	laybacks	laybacked	laybacking	laybacker	laybackation		generated	general
resubmit	To resubmit	resubmits	resubmitted	resubmitting	resubmiter	resubmition		generated	general
upfront	To upfront	upfronts	upfronted	upfronting	upfronter	upfrontion		generated	general
definedesign	To definedesign	definedesigns	definedesigned	definedesigning	definedesigner	definedesignation		generated	general
identifymaintain	To identifymaintain	identifymaintains	identifymaintained	identifymaintaining	identifymaintainer	identifymaintaination		generated	general
coordination	To coordination	coordinations	coordinationed	coordinationing	coordinationer	coordinationation		generated	general
changeupdate	To changeupdate	changeupdates	changeupdated	changeupdating	changeupdater	changeupdatation		generated	general
screenselect	To screenselect	screenselects	screenselected	screenselecting	screenselecter	screenselection		generated	general
differentiate	To differentiate	differentiates	differentiated	differentiating	differentiater	differentiatation		generated	general
engageidentify	To engageidentify	engageidentifies	engageidentified	engageidentifying	engageidentifyer	engageidentifyation		generated	general
crossservice	To crossservice	crossservices	crossserviced	crossservicing	crossservicer	crossservication		generated	general
monitormaintain	To monitormaintain	monitormaintains	monitormaintained	monitormaintaining	monitormaintainer	monitormaintaination		generated	general
parole	To parole	paroles	paroled	paroling	paroler	parolation		generated	general
reroute	To reroute	reroutes	rerouted	rerouting	rerouter	reroutation		generated	general
selectdefine	To selectdefine	selectdefines	selectdefined	selectdefining	selectdefiner	selectdefination		generated	general
levee	To levee	levees	leveeed	leveeing	leveeer	leveation		generated	general
bid	To bid	bids	bidded	bidding	bider	bidation		generated	general
detail	To detail	details	detailed	detailing	detailer	detailation		generated	general
gathercreate	To gathercreate	gathercreates	gathercreated	gathercreating	gathercreater	gathercreatation		generated	general
pursue	To pursue	pursues	pursued	pursuing	pursuer	pursuation		generated	general
case	To case	cases	cased	casing	caser	casation		generated	general
exit	To exit	exits	exited	exiting	exiter	exition		generated	general
value	To value	values	valued	valuing	valuer	valuation		generated	general
golive	To golive	golives	golived	goliving	goliver	golivation		generated	general
stratify	To stratify	stratifies	stratified	stratifying	stratifyer	stratifyation		generated	general
preregister	To preregister	preregisters	preregisterred	preregisterring	preregisterer	preregisteration		generated	general
continuously	To continuously	continuouslies	continuouslied	continuouslying	continuouslyer	continuouslyation		generated	general
cycle	To cycle	cycles	cycled	cycling	cycler	cyclation		generated	general
rectify	To rectify	rectifies	rectified	rectifying	rectifyer	rectifyation		generated	general
underwrite	To underwrite	underwrites	underwrited	underwriting	underwriter	underwritation		generated	general
premium	To premium	premiums	premiumed	premiuming	premiumer	premiumation		generated	general
credential	To credential	credentials	credentialed	credentialing	credentialer	credentialation		generated	general
simulatecalculate	To simulatecalculate	simulatecalculates	simulatecalculated	simulatecalculating	simulatecalculater	simulatecalculatation		generated	general
merchandise	To merchandise	merchandises	merchandised	merchandising	merchandiser	merchandisation		generated	general
refineupdate	To refineupdate	refineupdates	refineupdated	refineupdating	refineupdater	refineupdatation		generated	general
searchfile	To searchfile	searchfiles	searchfiled	searchfiling	searchfiler	searchfilation		generated	general
debate	To debate	debates	debated	debating	debater	debatation		generated	general
vote	To vote	votes	voted	voting	voter	votation		generated	general
delegate	To delegate	delegates	delegated	delegating	delegater	delegatation		generated	general
inquire	To inquire	inquires	inquired	inquiring	inquirer	inquiration		generated	general
witness	To witness	witnesses	witnessed	witnessing	witnesser	witnessation		generated	general
insure	To insure	insures	insured	insuring	insurer	insuration		generated	general
remotely	To remotely	remotelies	remotelied	remotelying	remotelyer	remotelyation		generated	general
reorganize	To reorganize	reorganizes	reorganized	reorganizing	reorganizer	reorganization		generated	general
disclose	To disclose	discloses	disclosed	disclosing	discloser	disclosation		generated	general
decrease	To decrease	decreases	decreased	decreasing	decreaser	decreasation		generated	general
disburse	To disburse	disburses	disbursed	disbursing	disburser	disbursation		generated	general
encrypt	To encrypt	encrypts	encrypted	encrypting	encrypter	encryption		generated	general
delineate	To delineate	delineates	delineated	delineating	delineater	delineatation		generated	general
crossbreed	To crossbreed	crossbreeds	crossbreeded	crossbreeding	crossbreeder	crossbreedation		generated	general
revisit	To revisit	revisits	revisitted	revisitting	revisiter	revisition		generated	general
tailor	To tailor	tailors	tailorred	tailorring	tailorer	tailoration		generated	general
induce	To induce	induces	induced	inducing	inducer	inducation		generated	general
taste	To taste	tastes	tasted	tasting	taster	tastation		generated	general
reconstruct	To reconstruct	reconstructs	reconstructed	reconstructing	reconstructer	reconstruction		generated	general
intervene	To intervene	intervenes	intervened	intervening	intervener	intervenation		generated	general
pray	To pray	prays	prayed	praying	prayer	prayation		generated	general
publicize	To publicize	publicizes	publicized	publicizing	publicizer	publicization		generated	general
probate	To probate	probates	probated	probating	probater	probatation		generated	general
sentence	To sentence	sentences	sentenced	sentencing	sentencer	sentencation		generated	general
award	To award	awards	awarded	awarding	awarder	awardation		generated	general
grant	To grant	grants	granted	granting	granter	grantion		generated	general
arbitrate	To arbitrate	arbitrates	arbitrated	arbitrating	arbitrater	arbitratation		generated	general
catalogue	To catalogue	catalogues	catalogued	cataloguing	cataloguer	cataloguation		generated	general
claim	To claim	claims	claimed	claiming	claimer	claimation		generated	general
conceptualize	To conceptualize	conceptualizes	conceptualized	conceptualizing	conceptualizer	conceptualization		generated	general
frame	To frame	frames	framed	framing	framer	framation		generated	general
script	To script	scripts	scripted	scripting	scripter	scription		generated	general
portray	To portray	portrays	portrayed	portraying	portrayer	portrayation		generated	general
tell	To tell	tells	telled	telling	teller	tellation		generated	general
officiate	To officiate	officiates	officiated	officiating	officiater	officiatation		generated	general
judge	To judge	judges	judged	judging	judger	judgation		generated	general
harmonize	To harmonize	harmonizes	harmonized	harmonizing	harmonizer	harmonization		generated	general
restage	To restage	restages	restaged	restaging	restager	restagation		generated	general
rewrite	To rewrite	rewrites	rewrited	rewriting	rewriter	rewritation		generated	general
memorize	To memorize	memorizes	memorized	memorizing	memorizer	memorization		generated	general
sightread	To sightread	sightreads	sightreaded	sightreading	sightreader	sightreadation		generated	general
host	To host	hosts	hosted	hosting	hoster	hostion		generated	general
moderate	To moderate	moderates	moderated	moderating	moderater	moderatation		generated	general
invent	To invent	invents	invented	inventing	inventer	invention		generated	general
preview	To preview	previews	previewed	previewing	previewer	previewation		generated	general
piece	To piece	pieces	pieced	piecing	piecer	piecation		generated	general
pretest	To pretest	pretests	pretested	pretesting	pretester	pretestion		generated	general
surgically	To surgically	surgicallies	surgicallied	surgicallying	surgicallyer	surgicallyation		generated	general
inoculate	To inoculate	inoculates	inoculated	inoculating	inoculater	inoculatation		generated	general
chair	To chair	chairs	chaired	chairing	chairer	chairation		generated	general
stabilize	To stabilize	stabilizes	stabilized	stabilizing	stabilizer	stabilization		generated	general
immunize	To immunize	immunizes	immunized	immunizing	immunizer	immunization		generated	general
chart	To chart	charts	charted	charting	charter	chartion		generated	general
cultivate	To cultivate	cultivates	cultivated	cultivating	cultivater	cultivatation		generated	general
freeze	To freeze	freezes	freezed	freezing	freezer	freezation		generated	general
intravenously	To intravenously	intravenouslies	intravenouslied	intravenouslying	intravenouslyer	intravenouslyation		generated	general
immobilize	To immobilize	immobilizes	immobilized	immobilizing	immobilizer	immobilization		generated	general
prepack	To prepack	prepacks	prepacked	prepacking	prepacker	prepackation		generated	general
postoperatively	To postoperatively	postoperativelies	postoperativelied	postoperativelying	postoperativelyer	postoperativelyation		generated	general
suture	To suture	sutures	sutured	suturing	suturer	suturation		generated	general
entertain	To entertain	entertains	entertained	entertaining	entertainer	entertaination		generated	general
undress	To undress	undresses	undressed	undressing	undresser	undressation		generated	general
purge	To purge	purges	purged	purging	purger	purgation		generated	general
convey	To convey	conveys	conveyed	conveying	conveyer	conveyation		generated	general
cooperate	To cooperate	cooperates	cooperated	cooperating	cooperater	cooperatation		generated	general
orient	To orient	orients	oriented	orienting	orienter	oriention		generated	general
subpoena	To subpoena	subpoenas	subpoenaed	subpoenaing	subpoenaer	subpoenaation		generated	general
restrict	To restrict	restricts	restricted	restricting	restricter	restriction		generated	general
summon	To summon	summons	summonned	summonning	summoner	summonation		generated	general
look	To look	looks	looked	looking	looker	lookation		generated	general
link	To link	links	linked	linking	linker	linkation		generated	general
seize	To seize	seizes	seized	seizing	seizer	seization		generated	general
appear	To appear	appears	appeared	appearing	appearer	appearation		generated	general
detain	To detain	detains	detained	detaining	detainer	detaination		generated	general
institute	To institute	institutes	instituted	instituting	instituter	institutation		generated	general
lock	To lock	locks	locked	locking	locker	lockation		generated	general
challenge	To challenge	challenges	challenged	challenging	challenger	challengation		generated	general
confiscate	To confiscate	confiscates	confiscated	confiscating	confiscater	confiscatation		generated	general
buckle	To buckle	buckles	buckled	buckling	buckler	bucklation		generated	general
evacuate	To evacuate	evacuates	evacuated	evacuating	evacuater	evacuatation		generated	general
precook	To precook	precooks	precooked	precooking	precooker	precookation		generated	general
apportion	To apportion	apportions	apportioned	apportioning	apportioner	apportionation		generated	general
peel	To peel	peels	peeled	peeling	peeler	peelation		generated	general
season	To season	seasons	seasonned	seasonning	seasoner	seasonation		generated	general
brew	To brew	brews	brewed	brewing	brewer	brewation		generated	general
bring	To bring	brings	bringed	bringing	bringer	bringation		generated	general
total	To total	totals	totalled	totalling	totaler	totalation		generated	general
tour	To tour	tours	toured	touring	tourer	touration		generated	general
rake	To rake	rakes	raked	raking	raker	rakation		generated	general
cable	To cable	cables	cabled	cabling	cabler	cablation		generated	general
split	To split	splits	splitted	splitting	spliter	splition		generated	general
retrain	To retrain	retrains	retrained	retraining	retrainer	retraination		generated	general
do	To do	does	doed	doing	doer	doation		generated	general
anesthetize	To anesthetize	anesthetizes	anesthetized	anesthetizing	anesthetizer	anesthetization		generated	general
deal	To deal	deals	dealed	dealing	dealer	dealation		generated	general
seat	To seat	seats	seated	seating	seater	seation		generated	general
refuse	To refuse	refuses	refused	refusing	refuser	refusation		generated	general
conform	To conform	conforms	conformed	conforming	conformer	conformation		generated	general
reshape	To reshape	reshapes	reshaped	reshaping	reshaper	reshapation		generated	general
pulverize	To pulverize	pulverizes	pulverized	pulverizing	pulverizer	pulverization		generated	general
drape	To drape	drapes	draped	draping	draper	drapation		generated	general
curl	To curl	curls	curled	curling	curler	curlation		generated	general
comb	To comb	combs	combed	combing	comber	combation		generated	general
roughen	To roughen	roughens	roughenned	roughenning	roughener	roughenation		generated	general
whiten	To whiten	whitens	whitenned	whitenning	whitener	whitenation		generated	general
sanitize	To sanitize	sanitizes	sanitized	sanitizing	sanitizer	sanitization		generated	general
chaperone	To chaperone	chaperones	chaperoned	chaperoning	chaperoner	chaperonation		generated	general
ticket	To ticket	tickets	ticketted	ticketting	ticketer	ticketion		generated	general
forward	To forward	forwards	forwarded	forwarding	forwarder	forwardation		generated	general
wear	To wear	wears	weared	wearing	wearer	wearation		generated	general
telephone	To telephone	telephones	telephoned	telephoning	telephoner	telephonation		generated	general
interrupt	To interrupt	interrupts	interrupted	interrupting	interrupter	interruption		generated	general
fix	To fix	fixes	fixed	fixing	fixer	fixation		generated	general
debit	To debit	debits	debitted	debitting	debiter	debition		generated	general
datestamp	To datestamp	datestamps	datestamped	datestamping	datestamper	datestampation		generated	general
lend	To lend	lends	lended	lending	lender	lendation		generated	general
rewrap	To rewrap	rewraps	rewrapped	rewrapping	rewraper	rewrapation		generated	general
electronically	To electronically	electronicallies	electronicallied	electronicallying	electronicallyer	electronicallyation		generated	general
reformat	To reformat	reformats	reformatted	reformatting	reformater	reformation		generated	general
typeset	To typeset	typesets	typesetted	typesetting	typeseter	typesetion		generated	general
brand	To brand	brands	branded	branding	brander	brandation		generated	general
clip	To clip	clips	clipped	clipping	cliper	clipation		generated	general
exhibit	To exhibit	exhibits	exhibitted	exhibitting	exhibiter	exhibition		generated	general
irrigate	To irrigate	irrigates	irrigated	irrigating	irrigater	irrigatation		generated	general
herd	To herd	herds	herded	herding	herder	herdation		generated	general
segregate	To segregate	segregates	segregated	segregating	segregater	segregatation		generated	general
fight	To fight	fights	fighted	fighting	fighter	fightion		generated	general
jab	To jab	jabs	jabbed	jabbing	jaber	jabation		generated	general
bell	To bell	bells	belled	belling	beller	bellation		generated	general
precast	To precast	precasts	precasted	precasting	precaster	precastion		generated	general
raze	To raze	razes	razed	razing	razer	razation		generated	general
countersink	To countersink	countersinks	countersinked	countersinking	countersinker	countersinkation		generated	general
rough	To rough	roughs	roughed	roughing	rougher	roughation		generated	general
space	To space	spaces	spaced	spacing	spacer	spacation		generated	general
glaze	To glaze	glazes	glazed	glazing	glazer	glazation		generated	general
excavate	To excavate	excavates	excavated	excavating	excavater	excavatation		generated	general
chop	To chop	chops	chopped	chopping	choper	chopation		generated	general
blast	To blast	blasts	blasted	blasting	blaster	blastion		generated	general
screed	To screed	screeds	screeded	screeding	screeder	screedation		generated	general
compact	To compact	compacts	compacted	compacting	compacter	compaction		generated	general
resurface	To resurface	resurfaces	resurfaced	resurfacing	resurfacer	resurfacation		generated	general
steady	To steady	steadies	steadied	steadying	steadyer	steadyation		generated	general
cap	To cap	caps	capped	capping	caper	capation		generated	general
retract	To retract	retracts	retracted	retracting	retracter	retraction		generated	general
reposition	To reposition	repositions	repositioned	repositioning	repositioner	repositionation		generated	general
pry	To pry	pries	pried	prying	pryer	pryation		generated	general
advance	To advance	advances	advanced	advancing	advancer	advancation		generated	general
unscrew	To unscrew	unscrews	unscrewed	unscrewing	unscrewer	unscrewation		generated	general
reinstall	To reinstall	reinstalls	reinstalled	reinstalling	reinstaller	reinstallation		generated	general
designate	To designate	designates	designated	designating	designater	designatation		generated	general
reface	To reface	refaces	refaced	refacing	refacer	refacation		generated	general
rewind	To rewind	rewinds	rewinded	rewinding	rewinder	rewindation		generated	general
chain	To chain	chains	chained	chaining	chainer	chaination		generated	general
retrofit	To retrofit	retrofits	retrofitted	retrofitting	retrofiter	retrofition		generated	general
recondition	To recondition	reconditions	reconditioned	reconditioning	reconditioner	reconditionation		generated	general
idle	To idle	idles	idled	idling	idler	idlation		generated	general
remount	To remount	remounts	remounted	remounting	remounter	remountion		generated	general
unbolt	To unbolt	unbolts	unbolted	unbolting	unbolter	unboltion		generated	general
inflate	To inflate	inflates	inflated	inflating	inflater	inflatation		generated	general
braze	To braze	brazes	brazed	brazing	brazer	brazation		generated	general
bill	To bill	bills	billed	billing	biller	billation		generated	general
shrinkfit	To shrinkfit	shrinkfits	shrinkfitted	shrinkfitting	shrinkfiter	shrinkfition		generated	general
reline	To reline	relines	relined	relining	reliner	relination		generated	general
dry	To dry	dries	dried	drying	dryer	dryation		generated	general
demagnetize	To demagnetize	demagnetizes	demagnetized	demagnetizing	demagnetizer	demagnetization		generated	general
descend	To descend	descends	descended	descending	descender	descendation		generated	general
tilt	To tilt	tilts	tilted	tilting	tilter	tiltion		generated	general
backfill	To backfill	backfills	backfilled	backfilling	backfiller	backfillation		generated	general
layout	To layout	layouts	layouted	layouting	layouter	layoution		generated	general
tackweld	To tackweld	tackwelds	tackwelded	tackwelding	tackwelder	tackweldation		generated	general
heattreat	To heattreat	heattreats	heattreated	heattreating	heattreater	heattreation		generated	general
pat	To pat	pats	patted	patting	pater	pation		generated	general
bond	To bond	bonds	bonded	bonding	bonder	bondation		generated	general
mask	To mask	masks	masked	masking	masker	maskation		generated	general
sever	To sever	severs	severred	severring	severer	severation		generated	general
shackle	To shackle	shackles	shackled	shackling	shackler	shacklation		generated	general
slit	To slit	slits	slitted	slitting	sliter	slition		generated	general
stun	To stun	stuns	stunned	stunning	stuner	stunation		generated	general
homogenize	To homogenize	homogenizes	homogenized	homogenizing	homogenizer	homogenization		generated	general
reel	To reel	reels	reeled	reeling	reeler	reelation		generated	general
hone	To hone	hones	honed	honing	honer	honation		generated	general
machine	To machine	machines	machined	machining	machiner	machination		generated	general
kindle	To kindle	kindles	kindled	kindling	kindler	kindlation		generated	general
wire	To wire	wires	wired	wiring	wirer	wiration		generated	general
sift	To sift	sifts	sifted	sifting	sifter	siftion		generated	general
visualize	To visualize	visualizes	visualized	visualizing	visualizer	visualization		generated	general
brace	To brace	braces	braced	bracing	bracer	bracation		generated	general
scale	To scale	scales	scaled	scaling	scaler	scalation		generated	general
stitch	To stitch	stitches	stitched	stitching	stitcher	stitchation		generated	general
bind	To bind	binds	binded	binding	binder	bindation		generated	general
imprint	To imprint	imprints	imprinted	imprinting	imprinter	imprintion		generated	general
iron	To iron	irons	ironned	ironning	ironer	ironation		generated	general
shrink	To shrink	shrinks	shrinked	shrinking	shrinker	shrinkation		generated	general
moisten	To moisten	moistens	moistenned	moistenning	moistener	moistenation		generated	general
tape	To tape	tapes	taped	taping	taper	tapation		generated	general
baste	To baste	bastes	basted	basting	baster	bastation		generated	general
dye	To dye	dyes	dyed	dying	dyer	dyation		generated	general
resew	To resew	resews	resewed	resewing	resewer	resewation		generated	general
let	To let	lets	letted	letting	leter	letion		generated	general
ravel	To ravel	ravels	ravelled	ravelling	raveler	ravelation		generated	general
interweave	To interweave	interweaves	interweaved	interweaving	interweaver	interweavation		generated	general
dip	To dip	dips	dipped	dipping	diper	dipation		generated	general
distress	To distress	distresses	distressed	distressing	distresser	distressation		generated	general
fire	To fire	fires	fired	firing	firer	firation		generated	general
defrost	To defrost	defrosts	defrosted	defrosting	defroster	defrostion		generated	general
flush	To flush	flushes	flushed	flushing	flusher	flushation		generated	general
reject	To reject	rejects	rejected	rejecting	rejecter	rejection		generated	general
unroll	To unroll	unrolls	unrolled	unrolling	unroller	unrollation		generated	general
swab	To swab	swabs	swabed	swabing	swaber	swabation		generated	general
plate	To plate	plates	plated	plating	plater	platation		generated	general
soften	To soften	softens	softenned	softenning	softener	softenation		generated	general
pierce	To pierce	pierces	pierced	piercing	piercer	piercation		generated	general
rout	To rout	routs	routed	routing	router	roution		generated	general
conceal	To conceal	conceals	concealed	concealing	concealer	concealation		generated	general
etch	To etch	etches	etched	etching	etcher	etchation		generated	general
reprint	To reprint	reprints	reprinted	reprinting	reprinter	reprintion		generated	general
retouch	To retouch	retouches	retouched	retouching	retoucher	retouchation		generated	general
neutralize	To neutralize	neutralizes	neutralized	neutralizing	neutralizer	neutralization		generated	general
sandblast	To sandblast	sandblasts	sandblasted	sandblasting	sandblaster	sandblastion		generated	general
blow	To blow	blows	blowed	blowing	blower	blowation		generated	general
superimpose	To superimpose	superimposes	superimposed	superimposing	superimposer	superimposation		generated	general
rub	To rub	rubs	rubbed	rubbing	ruber	rubation		generated	general
copilot	To copilot	copilots	copilotted	copilotting	copiloter	copilotion		generated	general
fly	To fly	flies	flied	flying	flyer	flyation		generated	general
anticipate	To anticipate	anticipates	anticipated	anticipating	anticipater	anticipatation		generated	general
reassure	To reassure	reassures	reassured	reassuring	reassurer	reassuration		generated	general
earn	To earn	earns	earned	earning	earner	earnation		generated	general
obey	To obey	obeys	obeyed	obeying	obeyer	obeyation		generated	general
spot	To spot	spots	spotted	spotting	spoter	spotion		generated	general
dock	To dock	docks	docked	docking	docker	dockation		generated	general
degrease	To degrease	degreases	degreased	degreasing	degreaser	degreasation		generated	general
radio	To radio	radioes	radioed	radioing	radioer	radioation		generated	general
itemize	To itemize	itemizes	itemized	itemizing	itemizer	itemization		generated	general
