id	name	description	type
Revaluate	Revaluate	Revaluate is an artificial intelligence platform for the real estate and mortgage industries that helps agents and loan officers know when they contacts are likely to move.	CRM (Customer Relationship Management)
ReverseEmailLookup	Reverse Email Lookup	Reverse Email Lookup is a reverse email tool that helps you turn a single email address into a complete contact profile.	Sales & CRM
Reviewaible	Reviewaible	Reviewaible is a tool for transforming legal contracts into structured data at scale.	Content & Files
ReviewGeneratorAi	Review Generator (AI)	Generate testimonial & review using AI. Quickly write candid testimonials and reviews for people and services in 30+ languages.	eCommerce
Reviewinc	ReviewInc	ReviewInc is reputation management and customer communication software that automates the customer experience journey through forms, emails, and text messages. Our service enhances Online Reputation by monitoring, collecting, and amplifying reviews to help businesses shine.	Reviews
Reviewpoint	ReviewPoint	ReviewPoint is a review management tool that helps with review generation via automated SMS or emails, and review monitoring in one place.	Reviews
Reviewrail	ReviewRail	ReviewRail offers Small Businesses a way to automate the feedback request process with their customers. We invite happy customers to share ratings on review sites like Google and Facebook for your business.	Reviews
ReviewRover	Review Rover	Automate reviews and grow your online reputation using Review Rover.	Marketing Automation
Revscale	Revscale	RevScale automates sales, marketing, and support by identifying target contacts at the right time, letting your team focus on growth, not repetitive tasks.	Sales & CRM
Revsend	RevSend	RevSend is an automated gift giving platform. Designed to elevate sales teams and foster human connection through personalized gifts!	Sales & CRM
Rewiser	Rewiser	Rewiser is a smart finance tool to manage budgets, track transactions, and automate your financial workflow.	Accounting
ReworkedAi	Reworked AI	Reworked AI is an AI based lead scoring (and lead generation) platform to help qualify your B2C leads!	AI Assistants
RinggAi	Ringg AI	Ringg AI is a platform for multilingual, human-like AI calls that automate workflows, scale communication, and deliver actionable insights.	AI Assistants
Ringy	Ringy	Ringy is a powerful sales engagement platform that streamlines communication and enhances productivity through automated calling, texting, and email outreach. With its user-friendly interface and robust analytics, Ringy helps sales teams convert leads more efficiently.	AI Tool
RoamBot	roam-bot	Roam-Bot connects everything to and from RoamResearch through online plateforms	Productivity
Robolytix	Robolytix	Robolytix is the key robot analytic tool for automated processes, providing all data you need for monitoring and managing software robots.	Developer Tools
Roborabbit	Roborabbit	Roborabbit helps you easily automate any browser task like testing websites, capturing data, web scraping and more	Marketing Automation
Roboresponseai	RoboResponseAI	RoboResponseAI is no-code AI chatbot builder built on Gen AI to provide human-like responses. Create and deploy within a couple of minutes.	AI Assistants
RocketAgents	Rocket Agents	RocketAgents is a CRM that automates brokerages from lead generation to closing. Send leads, notes, calls and other triggers in/out of your Rocket CRM	CRM (Customer Relationship Management)
RoeAi	Roe AI	Roe AI manages and processes your unstructured data with the power of AI.	Analytics
RoezanSms	Roezan SMS	Roezan is an automated text funnel solution, increasing lead conversions through marketing automations.	Communication
Romulus	Romulus	Romulus is a solution for automated qualification calls and messaging.	Communication
Rootly	Rootly	Rootly is an incident management platform that automates tedious manual work during incidents. 1,000's of users around the world trust Rootly daily to create a simple, consistent, and delightful incident management process.	Developer Tools
Rossum	Rossum	Rossum is cloud-based app that uses artificial intelligence to replicate the human approach to data extraction from business documents.	Databases
Roverpass	RoverPass	Effortlessly streamline campground management with RoverPass. Automate reservation tasks, guest communication, and more.	Databases
RssGround	RSS Ground	RSS Ground allows you to streamline and automate every step of content research, creation, generation, monetization, sharing and promotion.	Social Media Marketing
Rtila	RTILA	Automate the most complex tasks & processes in your web or intranet Apps & release your teams for more productive work.	Marketing Automation
Rubbish	Rubbish	The rubbish iOS app maps litter, and then rubbish can evaluate each block’s footprint to identify better solutions for cleaner communities.	Analytics
Rulebricks	Rulebricks	Rulebricks is the easiest way to add powerful decision-making capabilities to any automated process.	Business Intelligence
Rusherai	RusherAI	Rusher.AI is let's you generate marketing assets like copy and visual social media posts	AI Assistants
Rylee	Rylee	Rylee is a platform that helps bol.com sellers to grow their business.	Analytics
SaasantTransactions	SaasAnt Transactions	SaasAnt Transactions is a powerful tool to automate file imports for invoices, bills, sales, estimates & journals into QuickBooks & Xero Accounting Platforms.	Accounting
Safetymails	Safetymails	SafetyMails is a validation and verification of e-mails for databases and forms. Quickly know which emails you can use in your email marketing without harming your reputation.	Email
SageIntacct	Sage Intacct	Sage Intacct is a cloud-based financial management software that streamlines & automates accounting business processes, providing real-time financial insights.	Accounting
Sai360Grc	SAI360 GRC	The SAI360 platform covers many use cases in the Environmental, Social, Governance, Risk and Compliance Space.	Accounting
Sailpoint	SailPoint	SailPoint provides enterprise identity governance solutions with on-premises and cloud-based identity management software for the most complex challenges.	Security & Identity Tools
Sailthru	Sailthru	Sailthru helps modern marketers build deeper, longer-lasting relationships with their customers. Personalizing 1:1 across digital channels	Marketing
Saledrum	SaleDrum	SaleDrum is an automated repricing tool for Amazon marketplace sellers	eCommerce
Salescaptain	Salescaptain	SalesCaptain is an AI-powered customer experience marketing (CXM) platform that helps local businesses win.	Sales & CRM
SalescloserAi	SalesCloser AI	SalesCloser AI is a platform to automate the sales process with AI-driven demos and discovery calls, managing the entire journey from discovery to closing.	AI Sales Tools
SalesCookie	Sales Cookie	Sales Cookie automate all aspects of sales commission programs.	Accounting
Salesdock	Salesdock	Salesdock is a sales platform that digitizes & automates sales.	Sales & CRM
Saleshandy	Saleshandy	With Saleshandy, businesses send personalized emails and automated follow-ups on a large scale to generate qualified leads and drive increased sales.	Sales & CRM
Salesmaa	Salesmaa	Salesmaa: Unlock sales success with personalized emails. Automate workflows, boost efficiency, and supercharge your outreach	AI Sales Tools
Salesmix	SalesMix	SalesMix helps you scale your business through unlimited warmup, automated campaigns, and so much more- all in one place.	CRM (Customer Relationship Management)
Salespositive	SalesPositive	SalesPositive.com is a leading sales acceleration platform, giving our users the ability to generate more revenue through automated sales processes.	CRM (Customer Relationship Management)
Salesquared	Salesquared	Salesquared is a leading email validation service. We provide APIs with complete SDKs and integrations, so you can seamlessly automate your email collection process. Validating email addresses in real-time is easier than ever.	Email Newsletters
Sam.ai	SAM.ai	SAM is a sales and marketing tool that lets you organize and manage your leads, opportunities, accounts & partners with efficient features.	CRM (Customer Relationship Management)
SammApeMobile	Samm (APE Mobile)	Automate your site paperwork with APE Mobile! Go paperless and simplify data capture & compliance.	Forms & Surveys
Samuraichat	SamuraiChat	DIY chatbot builder for any small business conversation	Marketing Automation
Sarbacane	Sarbacane	Sarbacane is a solution for managing, creating and sending email and SMS campaigns, as well as setting up intelligent, automated marketing workflows.	Email Newsletters
SarbacaneEngage	Sarbacane Engage	Sarbacane Engage is a sales engagement software that helps you reach your contacts with intelligent and automated multichannel sequences.	Email
ScalewayTransactionalEmail	Scaleway Transactional Email	Scaleway Transactional Email is a service to send transactional email from a European cloud provider.	Transactional Email
Scanova	Scanova	Scanova is a leading SaaS tool for businesses to create, design, manage, and track QR Codes for promotions and operations.	Analytics
Scrapegraphai	ScrapeGraphAI	ScrapeGraphAI is an LLM-powered web scraping tool that extracts structured data from websites for analysis, automation, and integration.	AI Web Scraping
Scribeless	Scribeless	Handwritten notes feel special. Our technology helps brands automate handwritten marketing and deliver delightful customer experiences.	Marketing Automation
Scrumgenius	ScrumGenius	Automate your team status meetings. ScrumGenius runs automatic check-ins and stand-ups to help managers to track the engagement and performance of their employees.	Project Management
Seamless.ai	Seamless.AI	Seamless.AI is a real-time B2B Sales search engine to find leads using the power of AI.	Sales & CRM
Seasalt.ai	Seasalt.ai	Seasalt.ai is a cloud communication AI technology solutions provider, specializing in speech recognition, synthesis, and natural language understanding.	AI Assistants
Secpaid.com	SecPaid.com	SecPaid is a powerful payment service provider that allows you to easily create and manage secure payment links.	Payment Processing
SeebotrunLink	SeeBotRun - Link	SeeBotRun - Link is one of SeeBotRun products that provides shorten URLs, branded domains, QR codes, and platform tracking all from one simple link.	URL Shortener
Seektable	SeekTable	Data exploration and reporting tool to create pivot tables, charts, tabular reports.	Analytics
Segmetrics	SegMetrics	SegMetrics gives you clarity on where your leads come from, how they act, and how much your marketing is really worth.	Analytics
Seller.tools	Seller.Tools	A full suite of Amazon FBA tools leveraging data through sources such as Seller Central to capture visibility and automate Amazon success.	eCommerce
SellerAssistant	Seller Assistant	Seller Assistant is a product sourcing tool for Wholesale and Online Arbitrage sellers selling on Amazon.	Analytics
SemblyAi	Sembly AI	Sembly AI is the smartest AI team assistant, which transcribes, takes meeting notes, and produces tasks for your professional meetings.	AI Meeting Assistants
Semrush	SEMrush	SEMrush is an all-in-one marketing toolkit for digital marketing professionals.	Analytics
Send47	Send47	Send47 is an AI-powered email marketing platform that helps users create, schedule, and manage campaigns, newsletters, and automated workflows.	Email Newsletters
SendbirdAiChabot	Sendbird AI chabot	Sendbird AI chatbot is a new generation of AI agent that automate engagement, marketing, sales, and support with conversational AI.	AI Assistants
Sendbot	Sendbot	Sendbot integration makes it easy to build automated customer service chatbots.	App Builder
Sendmails	SendMails	SendMails.io is an all-in-one platform to send emails, manage contacts, capture leads and automate your marketing.	Drip Emails
Sendon	Sendon	Sendon is a comprehensive SMS/LMS messaging platform that helps businesses communicate effectively with their customers through automated text messaging	Marketing Automation
Senseon	SenseOn	SenseOn is an AI-Native XDR cybersecurity platform that helps to automate threat detection and response.	Security & Identity Tools
Sequel.io	Sequel.io	Sequel.io provides powerful pre-built live communication components to give your audience an experience right where they are, on your site.	Analytics
SeraSystems	Sera Systems	Sera is the new era of field services software that includes automated dispatch scheduling, improved efficiency while providing a delightful experience to business owners, technicians and customers service teams.	Productivity
Serenity*AiHub	Serenity* AI Hub	Serenity* AI Hub is a platform that helps companies integrate generative AI into their processes, offering security, flexibility and a scalable solution.	AI Assistants
Serviceaide	Serviceaide	ServiceAide Cloud Service Management is an online, Cloud based IT Service Management system.	Customer Support
Servis.ai	servis.ai	servis.ai is an AI-powered platform that helps healthcare, sales, and marketing teams automate workflows and scale effortlessly.	Sales & CRM
Setsmart	SetSmart	SetSmart is the AI assistant that automates lead engagement and books your sales calls effortlessly.	AI Assistants
SharlyAi	Sharly AI	Chat with PDFs and documents. Sharly is the ultimate AI tool for document workflow. Harness PDF AI chatbot to efficiently summarize and organize content.	AI Assistants
Shedpro	ShedPro	ShedPro is a platform that connects your 3D Configurator and order data, helping you automate workflows and simplify daily operations.	Developer Tools
Shinkai	Shinkai	Shinkai supercharges AI to better handle your daily tasks and helps the AI to stay up-to-date with global information	AI Assistants
Shinystat	ShinyStat	ShinyStat provides marketing automation and data management products.	Analytics
Shippo	Shippo	Shippo provides a multi-carrier API and dashboard to help merchants and platforms get real-time rates, print labels, automate international paperwork, track packages and facilitate returns. Shippo provides the platform to help businesses succeed through shipping.	eCommerce
Shiptheory	Shiptheory	Automate your shipping processes for more efficient and reliable shipping using Shiptheory to access carrier APIs.	eCommerce
Shopwaive	Shopwaive	Shopwaive is a customer data platform that facilitates digital payments, deposits, and credits using webhooks, email, and integrated apps.	Commerce
Showmojo	ShowMojo	ShowMojo is a company that helps property managers and rental platforms automate listing creation, send availability alerts, and streamline leasing workflows.	Scheduling & Booking
Signpost	Signpost	Signpost is a complete and automated solution to get more and better reviews, win new customers, and increase repeat business.	Marketing
Simplebackups	SimpleBackups	SimpleBackups helps you automate all your server, database and cloud storage backups.	File Management & Storage
SimpleFatoora	Simple Fatoora	Simple Fatoora is a service that automates e-Invoicing and generates Phase 2 QR codes seamlessly, ensuring your online store stays compliant with ZATCA.	Proposal & Invoice Management
SimpleSocial	Simple Social	Simple Social is an automated social media tool that simplifies the necessary, but painful process of building and maintaining a strong online presence.	Social Media Marketing
Simplycollect	SimplyCOLLECT	SimplyCOLLECT automate and streamline your payment processes	Payment Processing
Simplyconvert	SimplyConvert	SimplyConvert is an automated intake case-qualification platform powered by an “all-knowing” AI chatbot.	CRM (Customer Relationship Management)
Singlestore	SingleStore	Singlestore is a data platform for real-time AI applications.	Analytics
Sisense	Sisense	Business Intelligence software by Sisense - easily prepare, analyze & explore growing data from multiple sources.	Analytics
Sitespeakai	SiteSpeakAI	SiteSpeak AI allows you to automate your customer support with AI. Create custom trained GPT chatbots that can answer questions about your products/services in real-time & reduce support tickets.	AI Chatbots
SixDisciplines	Six Disciplines	Six Disciplines helps automate excel file uploads into Six Disciplines to update your custom data sets.	Human Resources
SkillsIntelligencePlatformGiggedAi	Skills Intelligence Platform by Gigged AI	Skills Intelligence Platform by Gigged AI is a tool that allows enterprises to have full visibility of skills within their organisation.	HR Talent & Recruitment
Skipio	Skipio	Skipio is a conversational business texting platform that helps you automate sales and customer communication.	Marketing
Skubana	Skubana	Skubana is a cloud based, all-in-one operations software to handle and automate order management, inventory, analytics, POs, & accounting.	eCommerce
Skylerai	SkylerAI	SkylerAI is a conversational AI platform	Developer Tools
Skyvern	Skyvern	Skyvern is an AI agent that allows users to complete browser-based tasks. Skyvern uses computer vision and LLMs to automate on sites that don’t have an API.	AI Web Scraping
Slashedcloud	SlashedCloud	Automate your video encoding workflows with SlashedCloud	Video & Audio
SlikkAi	Slikk AI	Slikk AI is a communication and collaboration tool to organize tasks, meetings and automate business workflows with AI Agents	AI Assistants
SlooceUnlimitedSmsTexting	Slooce - Unlimited SMS Texting	Business Text Messaging Solutions: sloocetech.com | Unlimited SMS for a Flat Monthly Fee | Scalable | Reliable | Fully Automated	Phone & SMS
Smaily	Smaily	Smaily is an intentionally simple tool made to create and send out beautiful email newsletters. We’ll help you increase the quality and results of your email marketing, while reducing preparation time and resources.	Email Newsletters
SmartdocsAiStudio	SmartDocs AI Studio	SmartDocs AI Studio is an AI-powered OCR solution that extracts text and specific fields from PDFs and scanned documents.	Documents
Smartemailing	SmartEmailing	SmartEmailing is an e-marketing automation tool in the Czech Republic and the Slovak. With SmartEmailing you can create newsletters, web forms, A/B tests, autoresponders and much more!	Email
SmartLeadAgent	SMART LEAD AGENT	SMART LEAD AGENT is a tool that connects with your CRM or customer list to automate calls, schedule appointments, and qualify leads.	Sales & CRM
Smartlook	Smartlook	Smartlook is the missing puzzle in analyzing user behavior. Get real qualitative information that helps you understand in-depth what's going on in your app and website.	Analytics
Smartreach	SmartReach	SmartReach.io is a sales automation platform that helps you automate sending cold-emails and follow-ups from your mailbox and running email outreach campaigns with built-in tools.	Email
Smartrmail	SmartrMail	SmartrMail is the easiest way to send your customers the products they’re most likely to buy.	Email Newsletters
Smartsheet	Smartsheet	Smartsheet is a leading cloud-based platform for work execution, enabling teams and organizations to plan, capture, manage, automate, and report on work at scale, resulting in more efficient processes and better business outcomes.	Spreadsheets
Smashleads	smashleads	smashleads™ is a tool which makes it possible to optimize the leadgeneration by interactive content and artificial intelligence.	Marketing
SmashsendEmailMarketing	SMASHSEND Email Marketing	SMASHSEND Email Marketing is an AI-powered email marketing platform that helps businesses automate, segment, and send high-converting emails with ease	Email Newsletters
Smith.ai	Smith.ai	Smith.ai is a call answering & intake service for small & solo businesses. Our live, North America-based virtual receptionists capture & qualify leads, book new clients, and build better relationships with your existing clients.	Phone & SMS
Smith.aiChat	Smith.ai Chat	Smith.ai Chat is a live chat + AI chatbot service. Capture more quality leads for your businesses via web chat, text message, and Facebook.	Customer Support
SmsgatewaycenterSms	SMSGatewayCenter SMS	SMS Gateway Center allows you to send vital messages, automate workflows, and engage your audience with SMS notifications and updates.	Phone & SMS
SmsGo2market	SMS by Go2Market	SMS by Go2Market is a cloud telephony service for sending automated voice messages and managing campaigns with scheduling and retry options.	Communication
Smsmobileapi	Smsmobileapi	Smsmobileapi is a tool that lets you send and receive SMS from your own mobile, using your personal number to automate and manage text messages easily.	Phone & SMS
SmsProTextinghouse	SMS Pro TextingHouse	TextingHouse allows you to automate your professional SMS sending.	AI Tool
Snov.io	Snov.io	Snov.io is an easy and powerful CRM. Find leads, manage your database, and send converting automated emails.	CRM (Customer Relationship Management)
Sociallair	SocialLair	SocialLair is a platform that gives you power & control over your business on social media.	Commerce
Sonix	Sonix	Sonix is an automated transcription service. We quickly and accurately convert audio and video files to text. We also provide rich editing tools so you can easily edit, annotate, and export your transcripts.	Transcription
Sophiie	Sophiie	Sophiie is a virtual receptionist that automates call handling, captures leads, books jobs, and updates your CRM—no code required.	CRM (Customer Relationship Management)
Sopro	Sopro	Sopro is a B2B prospecting service. Our experts research and engage prospects. Your business gets qualified leads in your sales funnel.	Analytics
SortdGmail	Sortd for Gmail	Sortd allows you to organise email & teamwork in Gmail. Collaborate around Tasks, Emails, Meetings and Projects is made easy with customised boards and workflows	Team Collaboration
Spamcheck.ai	SpamCheck.ai	SpamCheck.ai detects spam using IP checks, email validation/deny lists, and multi-faceted content analysis.	Content & Files
Spamspy	SpamSpy	SpamSpy is an API service that uses artificial intelligence to determine whether text is spam or legitimate content.	Business Intelligence
SpeakAi	Speak Ai	Speak Ai is a tool to analyze audio and video to get insights extraction and transcriptions.	Transcription
Spheremail	SphereMail	SphereMail's is a virtual office platform that makes it easier for mail administrators and customers to access, view and manage mail online or from a mobile device.	Scheduling & Booking
Spiky.ai	Spiky.ai	Spiky.ai is an AI meeting assistant that automates meeting summaries, follow-up emails, and CRM updates to streamline your daily operations.	AI Sales Tools
SpinachAi	Spinach AI	Spinach AI is your AI Teammate. Spinach AI helps keep meetings organized and teams on track.	AI Meeting Assistants
Spoki	Spoki	Spoki allows you to automate and use Whatsapp in your communication and marketing strategy. You can interact with your customers in a completely new way, adding buttons on your pre-approved template messages.	Communication
SpotlerMail+	Spotler Mail+	Spotler Mail+ develops and delivers software for professional email marketing automation.	Email Newsletters
Springbot	Springbot	Springbot's Marketing Robotics™ streamlines the process of automating, analyzing and personalizing eCommerce marketing. With its all-in-one platform and data-driven marketing recommendations, Springbot empowers retailers through its core features.	eCommerce
SproutAi	Sprout AI	Sprout AI is an AI Customer Support Agent, designed to turn your website visitors into conversations and every conversation into a sales opportunity	AI Assistants
Squalomail	SqualoMail	SqualoMail is an Email Marketing and Automation Platform.	Email Newsletters
Squawkvoice	SquawkVoice	SquawkVoice is an AI Agent platform that helps automate business tasks across various industry verticals	AI Meeting Assistants
StackAi	Stack AI	Stack AI is a no-code platform for building complex AI workflows.	AI Models
Stammer.ai	Stammer.ai	Stammer.ai is a platform that allows you to offer white labeled AI Services to your clients	AI Assistants
Stayflexi	Stayflexi	Stayflexi is the Modern Operating System for Hotels and Vacation Rentals. It helps properties to automate operations and maximize revenues on unsold rooms and amenities with an innovative flexible booking model.	Scheduling & Booking
Sterblue	Sterblue	Sterblue builds software for automatic inspection of industrial assets, using drones and artificial intelligence.	Project Management
Stiddle	Stiddle	Stiddle is a team collaboration tool to organize tasks and keep projects on track.	Analytics
Storydoc	Storydoc	Storydoc is an AI platform for business professionals to easily generate, edit, track, and automate slide decks and documents at scale, directly from your CRM.	Content & Files
Straight2voicemail	straight2Voicemail	Straight2Voicemail is a tool for anyone to place a voicemail on a recipients mobile/cellular phone without it ringing.	Phone & SMS
Straighttext	StraightText	StraightText is a service that sends bulk iMessage texts to your list with a single click, straight from your cellphone number.	Phone & SMS
Streetfair	StreetFair	StreetFair connects homeowners with neighborhood-trusted home service businesses.	Marketing Automation
Studiocart	Studiocart	Easily create beautiful, customizable checkout pages and automated sales flows from your own WordPress site.	eCommerce
Success.ai	Success.ai	Success.ai is a Cold Emailing Software Where You can Turbocharge Your Leads, Meetings, & Revenue With AI-Powered Cold Emails. Boost growth!	Email
SuiteproG	SuitePro-G	SuitePro-G, effectively automate portfolio project management processes. Simplify project workflow and save time to focus on what matters.	Project Management
Super	Super	Super is a universal AI search on all your team tools, enabling you to automate tasks with company-wide information.	AI Assistants
Superbot	Superbot	An Intelligent Voice Agent capable of having Smart Dialogues with Humans over Telephony Channels.	Communication
Superglue	Superglue	Superglue is a partner engagement platform. Companies use our platform to automate workflows, gain predictive insights into their ecosystem, enhance partner experiences, and consolidate their growing partner management tech stack.	Communication
SupportBoard	Support Board	Support Board is a communication and chat platform powered by artificial intelligence-driven chatbots.	Customer Support
Survey2connect	Survey2Connect	Automate survey workflows, collect and analyze feedback, and gain actionable insights by connecting Survey2Connect with other applications.	Forms & Surveys
Surveybot	Surveybot	Surveybot enables you to create chatbot surveys and distribute them on Facebook, Facebook Messenger and Workplace by Facebook.	Forms & Surveys
SurveyFunnel	Survey Funnel	Survey Funnel creates automated survey funnels for your marketing so that	AI Tool
Swagup	SwagUp	SwagUp makes it simple to create high quality branded swag for companies to give as gifts to employees and/or clients. This app is meant to automate operations using SwagUp API.	eCommerce
Sweap	Sweap	Automate time-consuming tasks that remove focus from the impact of your event. For in-person & online events.	Event Management
SwellRewards	Swell Rewards	Swell is a SaaS-based platform designed to help omnichannel merchants better understand, engage, and retain their existing customers through a variety of automated and proven-effective marketing campaigns.	CRM (Customer Relationship Management)
Swiftapprove	SwiftApprove	Automate approvals and streamline workflows seamlessly with SwiftApprove's integration. Connect data across apps effortlessly.	Team Collaboration
Swordfish.ai	Swordfish.ai	Swordfish AI is a contact finding tool for cell/mobile phone numbers and email addresses.	Contact Management
SynthflowAi	Synthflow AI	Synthflow AI is a scalable no-code platform enabling non-tech users and SMEs to create custom LLM solutions using their own data and ideas.	AI Assistants
Sysaid	SysAid	SysAid is a service automation company delivering software for organizations that want to get more done.	Customer Support
Systeme.io	systeme.io	Systeme.io allows you to build sales funnels, send emails and automate your entire business.	Marketing
Tableau	Tableau	Tableau is a data visualization and business intelligence platform that enables users to transform raw data into interactive visual reports and dashboards.	Analytics
Tactyc	Tactyc	Tactyc is a software for venture funds, enabling portfolio construction, management, forecasting and reporting in one platform. Zero spreadsheets involved.	Analytics
Tadabase	Tadabase	Tadabase empowers every business to automate their workflow and streamline operations on a single platform without writing a single line of code.	App Builder
TadaEmailPopUpsExitGameShopify	Tada - Email Pop ups Exit Game for Shopify	Tada is the highest converting Exit Intent, Spin the Wheel Discounts Popup for Shopify Stores.	Marketing
Taiga	Taiga	Taiga is the project management tool for multi-functional agile teams	Project Management
Tailoredmail	TailoredMail	TailoredMail is a powerful email marketing and automation solution that exclusively offers embedded-video-in-email, doubling engagement.	Email Newsletters
Tailortask	TailorTask	TailorTask allows anybody to create autonomous AI agents that make decisions and perform complex tasks.	Productivity
Taim	Taim	Taim is a virtual assistant that helps you confirm appointments, keeping you and your clients on top of your schedule.	Scheduling & Booking
Talkfurther	TalkFurther	We are a lead engagement and qualification platform that uses automated conversations and actionable insights to help give you the best chance at converting leads to move-ins	CRM (Customer Relationship Management)
TalkHiring	Talk Hiring	Talk Hiring is an automated mock interviewing tool for career readiness programs.	Education
Talkie	Talkie	Talkie build a pipeline of qualified leads, automate your support, without increasing headcount with our no-code chatbot platform.	Customer Support
Talkwalker	Talkwalker	Talkwalker delivers the social insights that help brands build growth.	Analytics
Talkwiz.ai	TalkWiz.ai	TalkWiz.ai engages leads in a natural conversation via SMS to qualify leads, gather appointment information, and send appointments to your calendar.	AI Assistants
TalvinAi	Talvin AI	Talvin AI is a platform leveraging artificial intelligence to transform the hiring process.	AI Assistants
Targa	Targa	TARGA simplifies leadership by integrating all program and operations insights, intuitive interface accessible from all platforms	Analytics
Targetboard	TargetBoard	TargetBoard is an AI-Powered KPI Operating System. We make it easy for teams to improve their KPIs.	Analytics
Tarsyai	TarsyAI	TarsyAI is a no-code platform to create and deploy AI-powered assistants.	AI Assistants
Tasktrain	TaskTrain	TaskTrain is a task management app that helps you turn standard operating procedures into actionable assignments.	Task Management
Taximail	Taximail	Taximail is an email marketing platform that allows you to create professional email marketing campaigns.	Marketing
Taxjar	TaxJar	TaxJar’s award-winning solution makes it easy to automate sales tax management, reporting and filing. We obsessively leverage technology and exceptional customer service to help you focus on what matters most — growing your business.	eCommerce
Teamai	TeamAI	TeamAI is a collaborative AI platform, built specifically for businesses and teams.	AI Assistants
Teamtailor	Teamtailor	Teamtailor's intuitive automation helps users manage candidates and the entire recruitment process, as well as schedule and keep track of activities, book interviews and make notes about candidates.	HR Talent & Recruitment
TeliAi	Teli AI	Teli AI is an AI conversation platform that utilizes voice and sms.	AI Agents
Templated	Templated	Templated automates the rendering of images using well-crafted templates. We help you scale the image generation that your company needs.	Marketing
TenancyRentalPropertyCrm	Tenancy - Rental Property CRM	Integrated, intelligent automated lead management to select the right renter faster than ever before.	CRM (Customer Relationship Management)
Tenzo	Tenzo	Tenzo is a data management platform for restaurant and retail. We aggregate all forms of data, and then help you turn it into value	Analytics
Termene	Termene	Termene is a platform designed to access information about taxpayers and company financial data.	Analytics
TessAiPareto	Tess AI by Pareto	Tess AI by Pareto integrates with major AI platforms, enabling users to access, develop, share, and monetize advanced AI models through a single interface.	AI Assistants
Testdome	TestDome	TestDome is a service that helps you screen job candidates using automated work-sample tests.	HR Talent & Recruitment
Testlify	Testlify	#1 Talent Assessment Platform for Recruiting at scale. Find the best candidates with deep analysis that’s accurate, automated, and unbiased	HR Talent & Recruitment
TextChurch	Text In Church	Text In Church is a communication platform that allows you to easily engage your church’s members and guests through text messages, emails, and automated campaigns.	Marketing
TextcortexAi	TextCortex AI	TextCortex AI offers NLP capabilities, enabling developers to efficiently integrate language-based features into their applications.	AI Content Generation
Textsanity	TextSanity	Connect TextSanity with apps you use everyday. Integrate with 3,000 apps on Zapier - it's the easiest way to automate your text marketing.	Phone & SMS
Thenoah.ai	TheNoah.ai	TheNoah.ai is a pre-trained zero-code ai platform as a service to help companies adopt AI for their processes.	AI Models
Therux	Therux	Therux is a the platform for sending email marketing. Therux automates your campaigns, organizes your contacts and personalizes your communication.	Communication
ThreadsUnshape	Threads by Unshape	Threads by Unshape allows users to automate their video, image, or text posts to Threads.	Social Media Marketing
ThreemaBroadcast	Threema Broadcast	Threema Broadcast is a service that enables secure, automated messaging to groups or individuals, ideal for notifications, alerts and team communication.	Communication
Thresh	Thresh	Thresh is a tool to automate due diligence.	AI Assistants
Thumbnailtest	ThumbnailTest	ThumbnailTest is a tool that lets creators upload & compare thumbnail designs. See which visual attracts more clicks & improves performance before publishing.	Marketing Automation
TicketTailor	Ticket Tailor	Ticket Tailor is a ticketing platform, offering powerful features, 24/7 support, and industry-leading low fees.	Marketing
Timehero	TimeHero	TimeHero automates project planning, completion, and reporting. Get peace of mind that everything is on track and taken care of.	Project Management
Timelinesai	TimelinesAI	TimelinesAI allows you to share access to your personal or business Whatsapp account, integrate it with other applications and build automations for your business and marketing flows.	Marketing Automation
TimelyTimeTracking	Timely Time Tracking	Timely Time Tracking automates company time tracking, so everyone can focus on the work that matters.	Time Tracking Software
Timetoreply	timetoreply	timetoreply is an email analytics and reply time tracking tool for company email. Perfect for customer-facing teams who need to track and improve their business email reply times.	Analytics
Tinq.ai	Tinq.ai	Tinq AI's text analysis tool allows you to examine the attitude on social media, in reviews, or in consumer satisfaction surveys, and much more.	Business Intelligence
Tinyemail	TinyEmail	Easily connect your brand, send interactive personalized emails, automate your messaging and drive more sales. TinyEmail lets you spend time delivering the perfect message by automating everything else.	Marketing Automation
TinyTalkAi	Tiny Talk AI	Use Tiny Talk to create custom AI chatbots in minutes. Train your chatbot on your documents, embed on websites and provide 24/7 customer support.	AI Assistants
Tixio	Tixio	Tixio is a unified workspace for managing projects, CRM, docs, tasks, and team workflows - helping teams stay organized and automate routine work.	CRM (Customer Relationship Management)
ToolflowAi	Toolflow AI	Toolflow AI enables you to build your AI-Workforce without code.	AI Agents
Toolsey	Toolsey	Toolsey Lead Management platform automates and organizes your sales lead workflow.	CRM (Customer Relationship Management)
Track	Track	Track automates qualification, routing, scheduling and follow-ups for your inbound leads so that your sales team can focus on closing them.	Scheduling & Booking
Trackops	Trackops	Streamline the process of managing an investigation from start to finish. Trackops will assist your company in becoming more organized, efficient, and profitable with less effort.	Analytics
Trackzero	TrackZero	TrackZero is an analytics platform that allows you to analyze data and gain insights on your workloads without complex setup and time consuming development and management.	Analytics
Trail	Trail	Trail is a checklist and compliance app to guide hospitality teams through their day	Task Management
TrailBlazerIq	Trail Blazer IQ	Trail Blazer IQ is software for nonprofit donor management, political campaigns, and PACs.	Contact Management
